King telnos
2121212
2121214
2121215
2121232
2121235
2121236
2121241
2121242
2121245
2121247
2121248
2121251
2121252
2121253
2121254
2121256
2121257
2121258
2121259
2121262
2121263
2121265
2121268
2121269
2121412
2121414
2121415
2121421
2121423
2121424
2121425
2121426
2121451
2121452
2121453
2121454
2121456
2121457
2121458
2121459
2121474
2121475
2121478
2121470
2121484
2121485
2121486
2121487
2121489
2121480
2121512
2121514
2121515
2121521
2121523
2121524
2121525
2121526
2121532
2121535
2121536
2121541
2121542
2121545
2121547
2121548
2121562
2121563
2121565
2121568
2121569
2121574
2121575
2121578
2121570
2121584
2121585
2121586
2121587
2121589
2121580
2121595
2121596
2121598
2121590
2123212
2123214
2123215
2123232
2123235
2123236
2123241
2123242
2123245
2123247
2123248
2123251
2123252
2123253
2123254
2123256
2123257
2123258
2123259
2123262
2123263
2123265
2123268
2123269
2123512
2123514
2123515
2123521
2123523
2123524
2123525
2123526
2123532
2123535
2123536
2123541
2123542
2123545
2123547
2123548
2123562
2123563
2123565
2123568
2123569
2123574
2123575
2123578
2123570
2123584
2123585
2123586
2123587
2123589
2123580
2123595
2123596
2123598
2123590
2123621
2123623
2123624
2123625
2123626
2123632
2123635
2123636
2123651
2123652
2123653
2123654
2123656
2123657
2123658
2123659
2123684
2123685
2123686
2123687
2123689
2123680
2123695
2123696
2123698
2123690
2124121
2124123
2124124
2124125
2124126
2124141
2124142
2124145
2124147
2124148
2124151
2124152
2124153
2124154
2124156
2124157
2124158
2124159
2124212
2124214
2124215
2124232
2124235
2124236
2124241
2124242
2124245
2124247
2124248
2124251
2124252
2124253
2124254
2124256
2124257
2124258
2124259
2124262
2124263
2124265
2124268
2124269
2124512
2124514
2124515
2124521
2124523
2124524
2124525
2124526
2124532
2124535
2124536
2124541
2124542
2124545
2124547
2124548
2124562
2124563
2124565
2124568
2124569
2124574
2124575
2124578
2124570
2124584
2124585
2124586
2124587
2124589
2124580
2124595
2124596
2124598
2124590
2124741
2124742
2124745
2124747
2124748
2124751
2124752
2124753
2124754
2124756
2124757
2124758
2124759
2124784
2124785
2124786
2124787
2124789
2124780
2124707
2124708
2124709
2124841
2124842
2124845
2124847
2124848
2124851
2124852
2124853
2124854
2124856
2124857
2124858
2124859
2124862
2124863
2124865
2124868
2124869
2124874
2124875
2124878
2124870
2124895
2124896
2124898
2124890
2124807
2124808
2124809
2125121
2125123
2125124
2125125
2125126
2125141
2125142
2125145
2125147
2125148
2125151
2125152
2125153
2125154
2125156
2125157
2125158
2125159
2125212
2125214
2125215
2125232
2125235
2125236
2125241
2125242
2125245
2125247
2125248
2125251
2125252
2125253
2125254
2125256
2125257
2125258
2125259
2125262
2125263
2125265
2125268
2125269
2125321
2125323
2125324
2125325
2125326
2125351
2125352
2125353
2125354
2125356
2125357
2125358
2125359
2125362
2125363
2125365
2125368
2125369
2125412
2125414
2125415
2125421
2125423
2125424
2125425
2125426
2125451
2125452
2125453
2125454
2125456
2125457
2125458
2125459
2125474
2125475
2125478
2125470
2125484
2125485
2125486
2125487
2125489
2125480
2125621
2125623
2125624
2125625
2125626
2125632
2125635
2125636
2125651
2125652
2125653
2125654
2125656
2125657
2125658
2125659
2125684
2125685
2125686
2125687
2125689
2125680
2125695
2125696
2125698
2125690
2125741
2125742
2125745
2125747
2125748
2125751
2125752
2125753
2125754
2125756
2125757
2125758
2125759
2125784
2125785
2125786
2125787
2125789
2125780
2125707
2125708
2125709
2125841
2125842
2125845
2125847
2125848
2125851
2125852
2125853
2125854
2125856
2125857
2125858
2125859
2125862
2125863
2125865
2125868
2125869
2125874
2125875
2125878
2125870
2125895
2125896
2125898
2125890
2125807
2125808
2125809
2125951
2125952
2125953
2125954
2125956
2125957
2125958
2125959
2125962
2125963
2125965
2125968
2125969
2125984
2125985
2125986
2125987
2125989
2125980
2125907
2125908
2125909
2126212
2126214
2126215
2126232
2126235
2126236
2126241
2126242
2126245
2126247
2126248
2126251
2126252
2126253
2126254
2126256
2126257
2126258
2126259
2126262
2126263
2126265
2126268
2126269
2126321
2126323
2126324
2126325
2126326
2126351
2126352
2126353
2126354
2126356
2126357
2126358
2126359
2126362
2126363
2126365
2126368
2126369
2126512
2126514
2126515
2126521
2126523
2126524
2126525
2126526
2126532
2126535
2126536
2126541
2126542
2126545
2126547
2126548
2126562
2126563
2126565
2126568
2126569
2126574
2126575
2126578
2126570
2126584
2126585
2126586
2126587
2126589
2126580
2126595
2126596
2126598
2126590
2126841
2126842
2126845
2126847
2126848
2126851
2126852
2126853
2126854
2126856
2126857
2126858
2126859
2126862
2126863
2126865
2126868
2126869
2126874
2126875
2126878
2126870
2126895
2126896
2126898
2126890
2126807
2126808
2126809
2126951
2126952
2126953
2126954
2126956
2126957
2126958
2126959
2126962
2126963
2126965
2126968
2126969
2126984
2126985
2126986
2126987
2126989
2126980
2126907
2126908
2126909
2141212
2141214
2141215
2141232
2141235
2141236
2141241
2141242
2141245
2141247
2141248
2141251
2141252
2141253
2141254
2141256
2141257
2141258
2141259
2141262
2141263
2141265
2141268
2141269
2141412
2141414
2141415
2141421
2141423
2141424
2141425
2141426
2141451
2141452
2141453
2141454
2141456
2141457
2141458
2141459
2141474
2141475
2141478
2141470
2141484
2141485
2141486
2141487
2141489
2141480
2141512
2141514
2141515
2141521
2141523
2141524
2141525
2141526
2141532
2141535
2141536
2141541
2141542
2141545
2141547
2141548
2141562
2141563
2141565
2141568
2141569
2141574
2141575
2141578
2141570
2141584
2141585
2141586
2141587
2141589
2141580
2141595
2141596
2141598
2141590
2142121
2142123
2142124
2142125
2142126
2142141
2142142
2142145
2142147
2142148
2142151
2142152
2142153
2142154
2142156
2142157
2142158
2142159
2142321
2142323
2142324
2142325
2142326
2142351
2142352
2142353
2142354
2142356
2142357
2142358
2142359
2142362
2142363
2142365
2142368
2142369
2142412
2142414
2142415
2142421
2142423
2142424
2142425
2142426
2142451
2142452
2142453
2142454
2142456
2142457
2142458
2142459
2142474
2142475
2142478
2142470
2142484
2142485
2142486
2142487
2142489
2142480
2142512
2142514
2142515
2142521
2142523
2142524
2142525
2142526
2142532
2142535
2142536
2142541
2142542
2142545
2142547
2142548
2142562
2142563
2142565
2142568
2142569
2142574
2142575
2142578
2142570
2142584
2142585
2142586
2142587
2142589
2142580
2142595
2142596
2142598
2142590
2142621
2142623
2142624
2142625
2142626
2142632
2142635
2142636
2142651
2142652
2142653
2142654
2142656
2142657
2142658
2142659
2142684
2142685
2142686
2142687
2142689
2142680
2142695
2142696
2142698
2142690
2145121
2145123
2145124
2145125
2145126
2145141
2145142
2145145
2145147
2145148
2145151
2145152
2145153
2145154
2145156
2145157
2145158
2145159
2145212
2145214
2145215
2145232
2145235
2145236
2145241
2145242
2145245
2145247
2145248
2145251
2145252
2145253
2145254
2145256
2145257
2145258
2145259
2145262
2145263
2145265
2145268
2145269
2145321
2145323
2145324
2145325
2145326
2145351
2145352
2145353
2145354
2145356
2145357
2145358
2145359
2145362
2145363
2145365
2145368
2145369
2145412
2145414
2145415
2145421
2145423
2145424
2145425
2145426
2145451
2145452
2145453
2145454
2145456
2145457
2145458
2145459
2145474
2145475
2145478
2145470
2145484
2145485
2145486
2145487
2145489
2145480
2145621
2145623
2145624
2145625
2145626
2145632
2145635
2145636
2145651
2145652
2145653
2145654
2145656
2145657
2145658
2145659
2145684
2145685
2145686
2145687
2145689
2145680
2145695
2145696
2145698
2145690
2145741
2145742
2145745
2145747
2145748
2145751
2145752
2145753
2145754
2145756
2145757
2145758
2145759
2145784
2145785
2145786
2145787
2145789
2145780
2145707
2145708
2145709
2145841
2145842
2145845
2145847
2145848
2145851
2145852
2145853
2145854
2145856
2145857
2145858
2145859
2145862
2145863
2145865
2145868
2145869
2145874
2145875
2145878
2145870
2145895
2145896
2145898
2145890
2145807
2145808
2145809
2145951
2145952
2145953
2145954
2145956
2145957
2145958
2145959
2145962
2145963
2145965
2145968
2145969
2145984
2145985
2145986
2145987
2145989
2145980
2145907
2145908
2145909
2147412
2147414
2147415
2147421
2147423
2147424
2147425
2147426
2147451
2147452
2147453
2147454
2147456
2147457
2147458
2147459
2147474
2147475
2147478
2147470
2147484
2147485
2147486
2147487
2147489
2147480
2147512
2147514
2147515
2147521
2147523
2147524
2147525
2147526
2147532
2147535
2147536
2147541
2147542
2147545
2147547
2147548
2147562
2147563
2147565
2147568
2147569
2147574
2147575
2147578
2147570
2147584
2147585
2147586
2147587
2147589
2147580
2147595
2147596
2147598
2147590
2147841
2147842
2147845
2147847
2147848
2147851
2147852
2147853
2147854
2147856
2147857
2147858
2147859
2147862
2147863
2147865
2147868
2147869
2147874
2147875
2147878
2147870
2147895
2147896
2147898
2147890
2147807
2147808
2147809
2147074
2147075
2147078
2147070
2147084
2147085
2147086
2147087
2147089
2147080
2147095
2147096
2147098
2147090
2148412
2148414
2148415
2148421
2148423
2148424
2148425
2148426
2148451
2148452
2148453
2148454
2148456
2148457
2148458
2148459
2148474
2148475
2148478
2148470
2148484
2148485
2148486
2148487
2148489
2148480
2148512
2148514
2148515
2148521
2148523
2148524
2148525
2148526
2148532
2148535
2148536
2148541
2148542
2148545
2148547
2148548
2148562
2148563
2148565
2148568
2148569
2148574
2148575
2148578
2148570
2148584
2148585
2148586
2148587
2148589
2148580
